task_id,series,system_name,display_label,metric_source,feasible_utility,ndcg_at_k,action_validity,compliance_rate,constrained_regret,oracle_utility
CARA_LO_CHEMBL3707834_Ki_0041,Rules-only baseline,rules_only,Rule/desirability baseline,final,76.09,0.9123094030980125,1.0,1.0,7.469999999999999,83.56
CARA_LO_CHEMBL3707951_IC50_0042,Rules-only baseline,rules_only,Rule/desirability baseline,final,56.129999999999995,0.689284130641769,1.0,1.0,21.52000000000001,77.65
CARA_LO_CHEMBL3707962_IC50_0043,Rules-only baseline,rules_only,Rule/desirability baseline,final,80.91,0.9086744086040968,1.0,1.0,5.090000000000003,86.0
CARA_LO_CHEMBL3734174_IC50_0044,Rules-only baseline,rules_only,Rule/desirability baseline,final,77.14,0.8646670549850278,1.0,1.0,9.36,86.5
CARA_LO_CHEMBL3734552_EC50_0045,Rules-only baseline,rules_only,Rule/desirability baseline,final,71.82000000000001,0.7553593580624177,1.0,1.0,22.950000000000003,94.77000000000001
CARA_LO_CHEMBL3883076_IC50_0046,Rules-only baseline,rules_only,Rule/desirability baseline,final,52.63,0.8209966087983696,1.0,1.0,12.410000000000004,65.04
CARA_LO_CHEMBL3887029_Ki_0047,Rules-only baseline,rules_only,Rule/desirability baseline,final,71.38,0.8394764938774417,1.0,1.0,11.219999999999999,82.6
CARA_LO_CHEMBL3887030_Ki_0048,Rules-only baseline,rules_only,Rule/desirability baseline,final,54.65,0.8333621701939685,1.0,1.0,10.610000000000007,65.26
CARA_LO_CHEMBL3887063_IC50_0049,Rules-only baseline,rules_only,Rule/desirability baseline,final,57.74,0.6423308516442909,1.0,1.0,30.880000000000003,88.62
CARA_LO_CHEMBL3887074_IC50_0050,Rules-only baseline,rules_only,Rule/desirability baseline,final,69.24,0.7336653976746992,1.0,1.0,21.679999999999993,90.91999999999999
CARA_LO_CHEMBL3887224_IC50_0051,Rules-only baseline,rules_only,Rule/desirability baseline,final,54.739999999999995,0.9478816684873563,1.0,1.0,1.1700000000000088,55.910000000000004
CARA_LO_CHEMBL3887259_EC50_0052,Rules-only baseline,rules_only,Rule/desirability baseline,final,59.660000000000004,0.8267545529169918,1.0,1.0,12.740000000000002,72.4
CARA_LO_CHEMBL3887288_IC50_0053,Rules-only baseline,rules_only,Rule/desirability baseline,final,82.58,0.8968198410263891,1.0,1.0,7.420000000000002,90.0
CARA_LO_CHEMBL3887334_IC50_0054,Rules-only baseline,rules_only,Rule/desirability baseline,final,54.96999999999999,0.6462770217175365,1.0,1.0,26.6,81.57
CARA_LO_CHEMBL3887429_IC50_0055,Rules-only baseline,rules_only,Rule/desirability baseline,final,75.58,0.8930038613845154,1.0,1.0,8.629999999999995,84.21
CARA_LO_CHEMBL3887731_Ki_0056,Rules-only baseline,rules_only,Rule/desirability baseline,final,87.6,0.9201744124534473,1.0,1.0,6.150000000000006,93.75
CARA_LO_CHEMBL3887866_IC50_0057,Rules-only baseline,rules_only,Rule/desirability baseline,final,66.09,0.8059207700971207,1.0,1.0,12.079999999999984,78.16999999999999
CARA_LO_CHEMBL3887887_IC50_0058,Rules-only baseline,rules_only,Rule/desirability baseline,final,62.73,0.7698501005975382,1.0,1.0,16.21,78.94
CARA_LO_CHEMBL3888033_IC50_0059,Rules-only baseline,rules_only,Rule/desirability baseline,final,70.66,0.7221164820394674,1.0,1.0,23.039999999999992,93.69999999999999
CARA_LO_CHEMBL3888094_IC50_0060,Rules-only baseline,rules_only,Rule/desirability baseline,final,59.64,0.7464088116184354,1.0,1.0,18.260000000000005,77.9
CARA_LO_CHEMBL3888209_IC50_0061,Rules-only baseline,rules_only,Rule/desirability baseline,final,59.54,0.7863356533697,1.0,1.0,15.320000000000014,74.86000000000001
CARA_LO_CHEMBL3888296_IC50_0062,Rules-only baseline,rules_only,Rule/desirability baseline,final,89.2,0.9276906828775106,1.0,1.0,6.195000000000007,95.39500000000001
CARA_LO_CHEMBL3888825_IC50_0063,Rules-only baseline,rules_only,Rule/desirability baseline,final,76.78500000000001,0.8658528271046823,1.0,1.0,12.644999999999982,89.42999999999999
CARA_LO_CHEMBL3888867_IC50_0064,Rules-only baseline,rules_only,Rule/desirability baseline,final,54.92999999999999,0.8098955565435991,1.0,1.0,12.820000000000007,67.75
CARA_LO_CHEMBL3888870_IC50_0065,Rules-only baseline,rules_only,Rule/desirability baseline,final,77.67999999999999,0.8845056816070209,1.0,1.0,9.260000000000005,86.94
CARA_LO_CHEMBL3889097_IC50_0066,Rules-only baseline,rules_only,Rule/desirability baseline,final,74.9,0.88869935216064,1.0,1.0,7.439999999999998,82.34
CARA_LO_CHEMBL3889159_IC50_0067,Rules-only baseline,rules_only,Rule/desirability baseline,final,89.00000000000001,0.9558833059629902,1.0,1.0,4.609999999999971,93.60999999999999
CARA_LO_CHEMBL3889186_IC50_0068,Rules-only baseline,rules_only,Rule/desirability baseline,final,80.25999999999999,0.8459053385012866,1.0,1.0,13.77000000000001,94.03
CARA_LO_CHEMBL3889262_IC50_0069,Rules-only baseline,rules_only,Rule/desirability baseline,final,81.13,0.9064932374094404,1.0,1.0,7.120000000000019,88.25000000000001
CARA_LO_CHEMBL4388634_IC50_0070,Rules-only baseline,rules_only,Rule/desirability baseline,final,40.86999999999999,0.9738467569281161,1.0,1.0,0.690000000000019,41.56000000000001
CARA_LO_CHEMBL4404752_IC50_0071,Rules-only baseline,rules_only,Rule/desirability baseline,final,65.36,0.7823111974626216,1.0,1.0,15.549999999999997,80.91
CARA_LO_CHEMBL4418470_EC50_0072,Rules-only baseline,rules_only,Rule/desirability baseline,final,62.3,0.8377399391875113,1.0,1.0,11.199999999999989,73.49999999999999
CARA_LO_CHEMBL4476912_IC50_0073,Rules-only baseline,rules_only,Rule/desirability baseline,final,49.55,0.7989513302314497,1.0,1.0,11.680000000000007,61.230000000000004
CARA_LO_CHEMBL4476963_IC50_0074,Rules-only baseline,rules_only,Rule/desirability baseline,final,49.730000000000004,0.9093242315176788,1.0,1.0,3.809999999999988,53.53999999999999
CARA_LO_CHEMBL4477153_IC50_0075,Rules-only baseline,rules_only,Rule/desirability baseline,final,63.760000000000005,0.770755766524178,1.0,1.0,18.68999999999997,82.44999999999997
CARA_LO_CHEMBL4712750_IC50_0076,Rules-only baseline,rules_only,Rule/desirability baseline,final,57.8,0.8724541333880292,1.0,1.0,7.599999999999994,65.39999999999999
CARA_LO_CHEMBL4739819_EC50_0077,Rules-only baseline,rules_only,Rule/desirability baseline,final,61.18,0.7558844428587547,1.0,1.0,19.009999999999998,80.19
CARA_LO_CHEMBL641707_IC50_0078,Rules-only baseline,rules_only,Rule/desirability baseline,final,52.69,0.9172410814422406,1.0,1.0,1.490000000000002,54.18
CARA_LO_CHEMBL648337_IC50_0079,Rules-only baseline,rules_only,Rule/desirability baseline,final,72.86000000000001,0.754646765070517,1.0,1.0,16.629999999999995,89.49000000000001
CARA_LO_CHEMBL652259_IC50_0080,Rules-only baseline,rules_only,Rule/desirability baseline,final,60.63999999999999,0.7595361974825279,1.0,1.0,15.84000000000001,76.48
CARA_LO_CHEMBL656248_IC50_0081,Rules-only baseline,rules_only,Rule/desirability baseline,final,65.09,0.7136842475954072,1.0,1.0,19.83,84.92
CARA_LO_CHEMBL658042_Ki_0082,Rules-only baseline,rules_only,Rule/desirability baseline,final,78.3,0.9208841158542217,1.0,1.0,6.109999999999999,84.41
CARA_LO_CHEMBL658217_Ki_0083,Rules-only baseline,rules_only,Rule/desirability baseline,final,73.64,0.9481864711375225,1.0,1.0,4.810000000000002,78.45
CARA_LO_CHEMBL663407_Ki_0084,Rules-only baseline,rules_only,Rule/desirability baseline,final,51.47,0.656700552256178,1.0,1.0,25.35000000000001,76.82000000000001
CARA_LO_CHEMBL664960_Ki_0085,Rules-only baseline,rules_only,Rule/desirability baseline,final,73.22,0.8574016028649919,1.0,1.0,10.449999999999989,83.66999999999999
CARA_LO_CHEMBL819742_Ki_0086,Rules-only baseline,rules_only,Rule/desirability baseline,final,63.31,0.8692226068230738,1.0,1.0,9.269999999999996,72.58
CARA_LO_CHEMBL829091_IC50_0087,Rules-only baseline,rules_only,Rule/desirability baseline,final,75.41000000000001,0.8836178745020118,1.0,1.0,11.159999999999982,86.57
CARA_LO_CHEMBL830957_IC50_0088,Rules-only baseline,rules_only,Rule/desirability baseline,final,67.86,0.8398615912683819,1.0,1.0,11.930000000000007,79.79
CARA_LO_CHEMBL856174_IC50_0089,Rules-only baseline,rules_only,Rule/desirability baseline,final,82.0,0.8668299606971681,1.0,1.0,12.500000000000014,94.50000000000001
CARA_LO_CHEMBL863649_EC50_0090,Rules-only baseline,rules_only,Rule/desirability baseline,final,76.76,0.9415808681947514,1.0,1.0,3.529999999999987,80.28999999999999
CARA_LO_CHEMBL879102_Ki_0091,Rules-only baseline,rules_only,Rule/desirability baseline,final,67.49000000000001,0.9357573632315984,1.0,1.0,3.5799999999999983,71.07000000000001
